"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",-80.1562786339401,-2542.38006229056,-317.289480966865,-940.24069860458,-45.0384202946335,898.943871365655,-0.248897165117398,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.453533459161514,-3.2889934271373,-24.8422025895591,-3.31187643566971,0.279431624386311,-0.800582597711965,-1.61508953229925,-6.77679949663104,-15.5164987000927,-1.27093382610864,-16.9401500191767,-13.6497752681929,-27.5907147474627,-44.0022810775894,-16.6578011377969,0.951067286081529,-7.84318730775855,-0.420932621138492,-14.4863720643577,-10.7972236766525,-741.346197300778,-27.1231885967265,-222.017977238744
"2",-8.05891969022254,-2544.48570838047,-324.717871603852,-947.701029110263,-35.3120072640327,634.372308141741,0.618753708819258,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.443647850429934,-3.08366960644963,-22.2868912828455,-3.53422035627716,0.300102474283249,-0.75910509518459,-1.87869996085122,-6.23972976007948,-14.2850707947065,-1.22842986346284,-16.0171099326464,-13.6524779259272,-27.3273783866924,-39.2613996029559,-16.81885034226,0.9318452459486,-7.81398800499143,-0.497449468152405,-14.1975469302658,-10.4405110335062,-755.579456826474,-25.9651281362911,-221.325596058388
"3",-10.5308021475298,-2303.54233980527,-345.379254340076,-1096.73337967492,-36.6417644077287,70.7755512934537,-0.507737970073483,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.433670706342959,-2.85555564081848,-24.8375884454709,-3.39865430751858,0.293023439235285,-0.734877870590629,-2.0658451808769,-6.35110326052455,-14.8220743904415,-1.40916762101625,-15.7932683861843,-14.927929156544,-27.2490133601601,-53.1001679584706,-17.5103022169646,0.815007616987519,-8.04230024079395,-0.757661261825555,-14.9797564127983,-10.9529485364999,-1730.01170152607,-27.552177902914,-215.878207699319
"4",-25.0462443292381,-2663.51625209936,-342.882205909005,-998.596693926589,-62.0155060964855,31.7400451138839,0.121542650853626,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.507656994461859,-3.51036624925081,-37.3896595882917,-4.00639863334685,0.346431963943471,-0.977137212227613,-1.43826604589403,-8.74119663796042,-19.7671227840061,-1.33279228412547,-20.5868580630743,-17.5396590606766,-31.5999266353947,-64.0151155693897,-19.6165231079849,0.804126203772947,-9.41850042401111,-0.530135469648082,-15.7204382098934,-12.5811492882489,-2009.65270113471,-38.3220415440937,147.958174511707
"5",-10.902478092606,-2294.90549867545,-347.116685740993,-996.73622148262,-39.0816884339864,534.601805967232,-0.481397829390093,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.454296168470253,-3.03792003853697,-24.8410966169164,-3.37863097688875,0.259246606461515,-0.769239065646029,-1.90066437836039,-6.53667979944211,-15.1889954345031,-1.34259343755516,-16.3637480922551,-14.4919734528168,-27.5852542032258,-48.0269410681723,-17.1747315714713,0.867319748475352,-7.98668086673833,-0.595794644278956,-14.7996504836808,-10.9146703222419,-1188.41156649732,-27.4962480500511,-220.296375932469
"6",-6.01775171074722,-2287.66147006046,-315.004190971587,-937.63443741779,-29.7166964661481,643.822076856679,-0.420799817012676,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.467290232020234,-2.80257762778802,-22.6901303043624,-3.4703204293372,0.237757152426592,-0.742906939363219,-2.24775673277767,-6.07448139020482,-13.5620912103209,-1.38129951287877,-14.9201978898255,-14.6973043267468,-26.4863108479283,-42.4280659113933,-17.3158102034253,0.800420775490592,-8.0079692841702,-0.722854554698912,-14.6426153916075,-10.0954307421295,-708.209406962327,-23.4755316457355,-222.090127605974
"7",-5.83991759866564,-2548.93013853633,-340.597320911186,-996.24793370154,-31.2653785822259,785.110844164187,-0.0434061952515153,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.433551480130921,-2.86077479413826,-22.959497171039,-3.36550003160712,0.273722330523563,-0.731222464798665,-1.93586291414289,-6.06497284462194,-14.2311929201706,-1.28818814762849,-15.4082216266524,-14.5359712392613,-27.2941106364726,-47.5670979416008,-17.3041699671425,0.845563844192564,-7.98568454233124,-0.646390515569044,-14.5814976727022,-10.7771657212432,-1253.75078721465,-26.5861436432003,-219.826725173093
"8",-1.62385160760766,-2543.25419430081,-314.980981132948,-944.149509088847,-163.493256139448,48.2294731460897,21.8729577171913,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.421434371481273,-2.55130097331071,-28.4564812711794,-3.71237468515144,0.422877290740806,-0.825695716313693,-1.44390739101883,-6.95630665994443,-12.7191128601601,-1.11907267699233,-13.6509570350624,-20.8003898423857,-26.9759711021833,-43.5306730088969,-21.7418320829788,0.626883330009734,-10.6115005633503,-0.886483361594575,-15.5380781377374,-10.0723926880568,-750.005594296597,-24.3021783220995,71.1046594011596
"9",-8.17075230274064,-2658.59919940751,-364.331119865974,-970.277014030308,-99.5805564504719,38.5466841937112,0.16039533136162,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.432474359190917,-3.23677977028069,-30.4893216687057,-3.55229840193037,0.401561362313012,-0.868136810119508,-1.29415878621482,-7.60053685840641,-15.8589499537002,-1.17021530010288,-16.7532580058488,-16.1965103544079,-28.2202006918006,-54.4258656273043,-18.9543526971192,0.840940064304751,-9.04039605423988,-0.504352270985632,-15.2216061091579,-11.2309280143267,-1061.94911185614,-28.9916255487132,135.543357228797
"10",-1.14862442766789,-2546.75886952734,-301.861535165514,-945.399815940797,-115.166115280064,39.383172016897,225.074480341177,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.508690376619352,-2.39760616436207,-29.1885281055708,-4.08207131982055,0.363669810668348,-0.888464322188421,-1.81811960202448,-7.29745966443318,-11.3672516776974,-1.26975097793736,-12.4673303334067,-22.6712078685915,-25.3530484549608,-34.881936192631,-22.294343066181,0.521016489133602,-11.2056282593952,-1.08483023880392,-15.5301611454147,-9.02340063816876,-416.066739420289,-19.5953739692184,107.902232064926
"11",-4.34118700634944,-2541.82243762681,-314.927403925956,-937.484303802381,-30.8853552401535,644.225889317977,0.0283684295300017,516.8828,815.4945,247.4233,334.5919,-386.1989,1235.796,-49.30858,-318.0976,129.3497,427.9853,-0.468650187901489,-2.73525618887864,-20.6297714974576,-3.54460833636524,0.24366310565797,-0.72884500940673,-2.37993701605186,-5.76935665047568,-12.6150827676198,-1.34358613679997,-14.2364214131025,-14.3319804787153,-25.8925054896954,-36.2286151856955,-17.098741654148,0.79841013093564,-7.92610116247995,-0.7229203059288,-14.2801088546791,-9.58267032765932,-454.310273458052,-21.4764315252373,-222.095759915389
